train_loss,main_type_acc,attrs_acc,correctness
0.3759234833807308,0.8945762711864407,0.7296779661016948,1.0
0.41772234465835856,0.8711864406779661,0.7333954802259887,1.0
0.3716547225117429,0.8979661016949153,0.7556073446327684,1.0
0.4341566679819628,0.8810169491525424,0.7497062146892655,1.0
0.4182736470277874,0.9098305084745762,0.7561977401129943,1.0
0.44884915431533357,0.8894915254237288,0.7356497175141242,1.0
0.4121628932248323,0.9071186440677966,0.7585056497175143,1.0
0.4230123214138349,0.8993220338983051,0.7696694915254236,1.0
0.39648080619182186,0.911864406779661,0.7601553672316383,1.0
0.4245163122315848,0.9122033898305085,0.7684971751412429,1.0
0.231881496613555,0.9291525423728814,0.7952175141242939,1.0
0.15390957997313032,0.9288135593220339,0.795909604519774,1.0
0.1398387370834251,0.9277966101694916,0.7953050847457628,1.0
0.11321018559008786,0.9261016949152543,0.7955056497175141,1.0
0.10038912365560698,0.928135593220339,0.7983926553672316,1.0
0.08596824414941141,0.9284745762711865,0.79854802259887,1.0
0.0780164069768623,0.928135593220339,0.7970593220338983,1.0
0.07243601403984655,0.9311864406779661,0.7984463276836159,1.0
0.06661267031713733,0.9267796610169492,0.7972259887005649,1.0
0.05814223197023311,0.9325423728813559,0.8017316384180792,1.0
0.0517564904100827,0.9294915254237288,0.8013079096045198,1.0
0.05258709239262549,0.9322033898305084,0.8025536723163842,1.0
0.045039812145038105,0.9328813559322033,0.8047740112994349,1.0
0.04527257115840132,0.931864406779661,0.8043813559322035,1.0
0.04465909065132625,0.9325423728813559,0.8032231638418079,1.0
0.03954722218663359,0.9328813559322033,0.8047655367231639,1.0
0.04246857559231188,0.9325423728813559,0.8052175141242937,1.0
0.040360470987444434,0.931864406779661,0.8036949152542373,1.0
0.039976640262900556,0.9335593220338984,0.8058163841807909,1.0
0.03683923542178899,0.9338983050847458,0.8062062146892656,1.0
0.038021589926169816,0.9338983050847458,0.8059632768361582,1.0
0.035971642557832875,0.9332203389830509,0.8055649717514125,1.0
0.035946234319566346,0.9332203389830509,0.8057005649717514,1.0
0.03524004806984671,0.9332203389830509,0.8057937853107344,1.0
0.03594354026208168,0.9328813559322033,0.8047033898305085,1.0
0.03455408938308246,0.9335593220338984,0.8049265536723164,1.0
0.03782648133998091,0.9325423728813559,0.8046949152542373,1.0
0.036325375297254346,0.9322033898305084,0.8042542372881356,1.0
0.035923032294505386,0.9322033898305084,0.804364406779661,1.0
0.035199814258191214,0.9315254237288135,0.803590395480226,1.0
