train_loss,main_type_acc,attrs_acc,correctness
0.5747395405684449,0.8935593220338983,0.753861581920904,1.0
0.3882870031756832,0.9,0.7590282485875706,1.0
0.3223746272106702,0.9183050847457627,0.7881864406779662,1.0
0.3105587989988224,0.8962711864406779,0.7691384180790961,1.0
0.2743897739146159,0.9216949152542373,0.7824039548022599,1.0
0.27103152875879527,0.8789830508474576,0.7472542372881354,1.0
0.2580855485131357,0.9159322033898305,0.7872994350282484,1.0
0.22252074861797472,0.8867796610169492,0.7617796610169492,1.0
0.2280140155360873,0.9176271186440678,0.7879858757062147,1.0
0.21596921022525442,0.9203389830508475,0.787776836158192,1.0
0.139505739331257,0.9311864406779661,0.8118163841807909,1.0
0.09535689653921084,0.9305084745762712,0.8108418079096046,1.0
0.08414440270847055,0.9349152542372882,0.8133983050847458,1.0
0.06770329188191795,0.9335593220338984,0.814084745762712,1.0
0.05867930280468868,0.9322033898305084,0.8172005649717514,1.0
0.04883034452285932,0.9308474576271186,0.8161977401129943,1.0
0.04199659954650667,0.931864406779661,0.815271186440678,1.0
0.03865978383513165,0.9342372881355933,0.8184661016949154,1.0
0.03136890122428646,0.9338983050847458,0.8146751412429378,1.0
0.02564087129142718,0.9369491525423729,0.8185621468926553,1.0
0.024105073604534198,0.9349152542372882,0.8180451977401131,1.0
0.023685178516588086,0.9359322033898305,0.8187033898305085,1.0
0.02188848270126989,0.9355932203389831,0.8185451977401129,1.0
0.021063546170564898,0.9352542372881356,0.8183502824858757,1.0
0.020387637216868287,0.9349152542372882,0.8184152542372881,1.0
0.02029729197320497,0.9359322033898305,0.8194435028248586,1.0
0.018169671899184267,0.9352542372881356,0.8183531073446327,1.0
0.01889619841468999,0.9366101694915254,0.8203587570621469,1.0
0.017582884839341485,0.9349152542372882,0.8192853107344633,1.0
0.01627149113995968,0.9359322033898305,0.820042372881356,1.0
0.016584016389698315,0.9359322033898305,0.8199604519774011,1.0
0.01494610641744879,0.9359322033898305,0.8200338983050847,1.0
0.01622812601910261,0.9352542372881356,0.8196723163841808,1.0
0.015529987377312277,0.9345762711864407,0.8194745762711864,1.0
0.01573481706062964,0.9345762711864407,0.8192401129943503,1.0
0.015936340688648774,0.9352542372881356,0.8198983050847457,1.0
0.016094213791856715,0.9355932203389831,0.8201553672316383,1.0
0.015490384054332099,0.9359322033898305,0.8202570621468926,1.0
0.016751828525575493,0.9359322033898305,0.820271186440678,1.0
0.015215733568569128,0.9359322033898305,0.8202683615819208,1.0
