Wall time,Step,Value
1707948254.1743627,1,0.5905084609985352
1707948928.047997,2,0.22508475184440613
1707949601.3001974,3,0.685423731803894
1707950276.126724,4,0.6183050870895386
1707950946.5962763,5,0.7891525626182556
1707951613.9263263,6,0.7901694774627686
1707952283.9976578,7,0.9213559031486511
1707952958.3629365,8,0.9125423431396484
1707953635.5793962,9,0.9193220138549805
1707954312.8794923,10,0.8742372989654541
1707954984.352756,11,0.990508496761322
1707955539.9068706,12,0.9952542185783386
1707956082.8161407,13,0.9962711930274963
1707956481.0437126,14,0.9972881078720093
1707956798.9430127,15,0.9976271390914917
1707957114.5457382,16,0.998305082321167
1707957429.1511827,17,0.998305082321167
1707957745.3348138,18,0.9979661107063293
1707958060.1967933,19,0.9976271390914917
1707958375.0031319,20,0.9979661107063293
1707958689.911961,21,0.9979661107063293
1707959003.682133,22,0.9986440539360046
1707959316.251297,23,0.9986440539360046
1707959630.4644547,24,0.998305082321167
1707959944.8951633,25,0.998305082321167
1707960257.7916565,26,0.9986440539360046
1707960569.2512908,27,0.9986440539360046
1707960882.3893127,28,0.9986440539360046
1707961194.0458603,29,0.9989830255508423
1707961507.5146053,30,0.998305082321167
1707961819.2172112,31,0.998305082321167
1707962131.6667361,32,0.998305082321167
1707962444.1154327,33,0.9979661107063293
1707962758.3477392,34,0.998305082321167
1707963070.6476412,35,0.9986440539360046
1707963383.069247,36,0.9986440539360046
1707963693.0869038,37,0.9986440539360046
1707964004.8997872,38,0.998305082321167
1707964317.53946,39,0.998305082321167
1707964629.6610637,40,0.998305082321167
