Wall time,Step,Value
1707862383.7842078,1,0.7789830565452576
1707863043.5812302,2,0.8227118849754333
1707863698.5596254,3,0.5925423502922058
1707864360.2110746,4,0.6301695108413696
1707865016.1803653,5,0.5467796325683594
1707865672.871143,6,0.6925423741340637
1707866326.0335097,7,0.8389830589294434
1707866981.5110023,8,0.9122033715248108
1707867635.4295778,9,0.9125423431396484
1707868292.5458202,10,0.8833898305892944
1707868904.637816,11,0.9759321808815002
1707869424.1016407,12,0.9894915223121643
1707869891.7993624,13,0.9864406585693359
1707870200.1226113,14,0.989830493927002
1707870503.444981,15,0.9962711930274963
1707870807.2243507,16,0.992203414440155
1707871109.4570963,17,0.9908474683761597
1707871411.4088178,18,0.992203414440155
1707871713.1603131,19,0.994915246963501
1707872014.7627969,20,0.9925423860549927
1707872316.9295905,21,0.9952542185783386
1707872619.584955,22,0.994915246963501
1707872921.4130683,23,0.995593249797821
1707873223.8785677,24,0.9962711930274963
1707873524.9884148,25,0.9959322214126587
1707873825.6014097,26,0.995593249797821
1707874127.7126408,27,0.9952542185783386
1707874429.1156924,28,0.996610164642334
1707874730.763794,29,0.995593249797821
1707875032.891503,30,0.996610164642334
1707875334.4766166,31,0.9969491362571716
1707875636.8548615,32,0.996610164642334
1707875938.5333169,33,0.996610164642334
1707876241.7399187,34,0.996610164642334
1707876545.108354,35,0.996610164642334
1707876846.9732335,36,0.996610164642334
1707877149.5765502,37,0.9962711930274963
1707877451.4417126,38,0.9962711930274963
1707877754.4332142,39,0.9962711930274963
1707878056.371489,40,0.9962711930274963
