Wall time,Step,Value
1708026065.1789687,1,0.2996610105037689
1708026380.5271497,2,0.7498304843902588
1708026703.6122832,3,0.6152542233467102
1708027028.1631997,4,0.785423755645752
1708027354.8608112,5,0.40610170364379883
1708027682.0553637,6,0.7342373132705688
1708028010.2953923,7,0.7810169458389282
1708028338.9335964,8,0.9440677762031555
1708028668.4005582,9,0.8406779766082764
1708028998.2981899,10,0.6583051085472107
1708029327.1925886,11,0.98372882604599
1708029656.0688696,12,0.9867796897888184
1708029986.2342074,13,0.9908474683761597
1708030317.028651,14,0.9864406585693359
1708030647.4091797,15,0.9925423860549927
1708030979.7466252,16,0.9891525506973267
1708031312.1791458,17,0.9942373037338257
1708031643.3439796,18,0.9942373037338257
1708031975.6591702,19,0.9945762753486633
1708032306.3755097,20,0.9969491362571716
1708032639.0871947,21,0.9979661107063293
1708032969.1912615,22,0.998305082321167
1708033300.7393517,23,0.9979661107063293
1708033629.3162909,24,0.9976271390914917
1708033961.1456234,25,0.9979661107063293
1708034291.3832664,26,0.9979661107063293
1708034622.8607664,27,0.998305082321167
1708035253.0944812,28,0.9986440539360046
1708035950.125509,29,0.9986440539360046
1708036646.4173727,30,0.998305082321167
1708037347.3454466,31,0.9979661107063293
1708038046.7650273,32,0.9986440539360046
1708038745.7641423,33,0.9986440539360046
1708039439.215697,34,0.998305082321167
1708040132.1154304,35,0.9986440539360046
1708040822.2401307,36,0.9986440539360046
1708041513.224073,37,0.998305082321167
1708042201.9997427,38,0.998305082321167
1708042893.9844215,39,0.998305082321167
1708043583.0196807,40,0.998305082321167
