Wall time,Step,Value
1708035443.7763174,1,0.7296779751777649
1708036159.8490467,2,0.7333954572677612
1708036876.3941004,3,0.7556073665618896
1708037595.077621,4,0.7497062087059021
1708038309.8894563,5,0.7561977505683899
1708039023.0835419,6,0.7356497049331665
1708039735.8748875,7,0.758505642414093
1708040447.0984976,8,0.7696694731712341
1708041156.9397604,9,0.7601553797721863
1708041864.2078729,10,0.7684971690177917
1708042573.5883856,11,0.7952175140380859
1708043281.9734583,12,0.795909583568573
1708043840.709147,13,0.795305073261261
1708044401.2268162,14,0.7955056428909302
1708044800.1270678,15,0.798392653465271
1708045122.0824866,16,0.7985480427742004
1708045441.3108091,17,0.7970592975616455
1708045761.0949817,18,0.7984463572502136
1708046078.5428278,19,0.7972260117530823
1708046398.7026854,20,0.8017316460609436
1708046715.239609,21,0.8013079166412354
1708047031.650309,22,0.802553653717041
1708047350.1192644,23,0.8047739863395691
1708047666.7463698,24,0.8043813705444336
1708047982.8521168,25,0.803223192691803
1708048301.8392186,26,0.804765522480011
1708048618.7724392,27,0.8052175045013428
1708048937.6056588,28,0.8036949038505554
1708049253.5502946,29,0.8058164119720459
1708049575.2322943,30,0.806206226348877
1708049932.1340778,31,0.8059632778167725
1708050254.262028,32,0.8055649995803833
1708050574.4181116,33,0.8057005405426025
1708050893.941449,34,0.8057937622070312
1708051212.533538,35,0.804703414440155
1708051532.069033,36,0.8049265742301941
1708051848.9518225,37,0.8046948909759521
1708052167.8897116,38,0.8042542338371277
1708052487.4914885,39,0.8043643832206726
1708052960.5707505,40,0.8035904169082642
