Wall time,Step,Value
1708460324.0960212,1,0.8728813529014587
1708460986.4549294,2,0.9013559222221375
1708461655.9555209,3,0.8633898496627808
1708462321.7496893,4,0.864067792892456
1708462985.8744695,5,0.8803389668464661
1708463649.7597554,6,0.9040678143501282
1708464309.906544,7,0.8864406943321228
1708464972.6754014,8,0.9108474850654602
1708465636.486622,9,0.8983050584793091
1708466299.4099731,10,0.8864406943321228
1708466862.502235,11,0.9203389883041382
1708467393.0822282,12,0.9237288236618042
1708467806.4141946,13,0.9284746050834656
1708468113.7587225,14,0.9281355738639832
1708468416.4045863,15,0.9264406561851501
1708468720.056141,16,0.9288135766983032
1708469020.90125,17,0.9281355738639832
1708469325.371025,18,0.9284746050834656
1708469630.452003,19,0.9294915199279785
1708469930.6636972,20,0.9308474659919739
1708470234.2536273,21,0.9315254092216492
1708470537.3529956,22,0.9305084943771362
1708470841.0837262,23,0.9308474659919739
1708471142.7822692,24,0.9328813552856445
1708471446.1645875,25,0.9328813552856445
1708471750.6253426,26,0.9325423836708069
1708472054.8256605,27,0.9315254092216492
1708472357.800285,28,0.9318643808364868
1708472661.312053,29,0.9328813552856445
1708472963.8690052,30,0.9318643808364868
1708473266.0846944,31,0.9318643808364868
1708473566.5280406,32,0.9325423836708069
1708473866.0448112,33,0.9332203269004822
1708474167.282358,34,0.9332203269004822
1708474467.3703759,35,0.9328813552856445
1708474766.5793927,36,0.9332203269004822
1708475068.6957438,37,0.9325423836708069
1708475368.5486667,38,0.9322034120559692
1708475671.3522527,39,0.9318643808364868
1708475971.73238,40,0.9322034120559692
