train_loss,main_type_acc,attrs_acc,correctness
0.6092732382764771,0.8915254237288136,0.7399519774011301,1.0
0.4967227092664384,0.8759322033898305,0.7189548022598871,1.0
0.4994633534439994,0.8711864406779661,0.7337429378531074,1.0
0.5101248028407358,0.8806779661016949,0.7177937853107345,1.0
0.51883530767363,0.8996610169491526,0.7448587570621468,1.0
0.49048667598895473,0.8210169491525424,0.6891299435028249,1.0
0.4689548790311768,0.8691525423728813,0.7219915254237288,1.0
0.4873713831823437,0.8901694915254237,0.7364378531073446,1.0
0.4695575745419473,0.8935593220338983,0.7269858757062146,1.0
0.481635421806825,0.8850847457627119,0.7388954802259887,1.0
0.26738224385172016,0.9227118644067797,0.7869378531073445,1.0
0.20374869491850048,0.9240677966101695,0.7920988700564972,1.0
0.17792963500233305,0.9261016949152543,0.7865028248587571,1.0
0.1536638550402971,0.9288135593220339,0.7911779661016949,1.0
0.14111609339153003,0.9271186440677966,0.7930903954802259,1.0
0.1277739105529891,0.9288135593220339,0.7949915254237288,1.0
0.12042417834607817,0.9274576271186441,0.7946666666666667,1.0
0.1057344115400155,0.9298305084745763,0.7960621468926553,1.0
0.10115685516398212,0.9250847457627118,0.79154802259887,1.0
0.09259187731272304,0.9294915254237288,0.7958135593220339,1.0
0.08194141296537917,0.9294915254237288,0.7975734463276837,1.0
0.07395566346314764,0.9294915254237288,0.7981610169491525,1.0
0.075200304406066,0.9301694915254237,0.7981920903954803,1.0
0.07284408044495551,0.9298305084745763,0.7983135593220337,1.0
0.07228837489543605,0.9298305084745763,0.7986553672316384,1.0
0.06927870965368577,0.9298305084745763,0.7977994350282486,1.0
0.0666880042005949,0.9305084745762712,0.7985706214689265,1.0
0.06836318252815976,0.9277966101694916,0.7964463276836159,1.0
0.06580561121600953,0.9298305084745763,0.7982259887005649,1.0
0.06166419880509574,0.9305084745762712,0.7996468926553671,1.0
0.06403441983331422,0.9305084745762712,0.7995960451977401,1.0
0.06415587292553719,0.9301694915254237,0.7992316384180792,1.0
0.060896219527400125,0.9294915254237288,0.7989802259887006,1.0
0.06146373228641022,0.9298305084745763,0.7990112994350284,1.0
0.0587264369804107,0.9294915254237288,0.7990790960451978,1.0
0.058881632262868806,0.9288135593220339,0.799039548022599,1.0
0.060388685878169264,0.9294915254237288,0.7993954802259887,1.0
0.059450896959373965,0.9291525423728814,0.7991355932203389,1.0
0.06255706172685997,0.9291525423728814,0.7989802259887006,1.0
0.05969416895549355,0.9291525423728814,0.798723163841808,1.0
